bfa_env,s,s_se,cluster,n_bcs,source
FLC4,-0.0018609917429408126,0.01585426442035125,3,1,FLC4_alpha
GlyEtOH,-0.0498325124623855,0.027225532538867874,3,1,FLC4_alpha
SC,0.0041996654779460725,0.0048532391113038,4,23,FLC4_alpha
YPD,-0.010882656926659594,0.006336263180561101,4,23,FLC4_alpha
pH3_8,-0.009532140885707769,0.007242708720468427,4,23,FLC4_alpha
X21C,-0.005665974362863988,0.0034590235501372755,4,23,FLC4_alpha
X37C,-0.03536373057548113,0.010522055387455287,4,23,FLC4_alpha
pH7_3,-0.0027815596427754373,0.0044679393326434,4,23,FLC4_alpha
FLC4,0.067792104361929,0.005258351466180988,4,23,FLC4_alpha
GlyEtOH,0.005030366750729332,0.014204334043908248,4,23,FLC4_alpha
SC,0.009545387745654091,0.005479892470829649,5,16,FLC4_alpha
YPD,0.011397937999715505,0.00591090168099175,5,16,FLC4_alpha
pH3_8,0.005220216224785783,0.007481576222418398,5,16,FLC4_alpha
X21C,0.0022052803388103765,0.0035408779318804122,5,16,FLC4_alpha
X37C,-0.05259526020214797,0.012963926535260625,5,16,FLC4_alpha
pH7_3,-0.008419681993224053,0.0053695146994783135,5,16,FLC4_alpha
FLC4,0.08869851649747325,0.004955358672721236,5,16,FLC4_alpha
GlyEtOH,-0.001301130831008867,0.019314314923610874,5,16,FLC4_alpha
SC,-0.00449225559572474,0.0055159662172753,6,4,FLC4_alpha
YPD,-0.011653274455612735,0.005950975432199912,6,4,FLC4_alpha
pH3_8,-0.00870759383648662,0.008234772428245536,6,4,FLC4_alpha
X21C,0.0013260572265428707,0.0033286748621810746,6,4,FLC4_alpha
X37C,-0.026673384532632734,0.01211894612856855,6,4,FLC4_alpha
pH7_3,-0.042862071309509496,0.006971885077219362,6,4,FLC4_alpha
FLC4,0.08797706056011587,0.004894633206030375,6,4,FLC4_alpha
GlyEtOH,0.03679309740438787,0.012952411764628248,6,4,FLC4_alpha
SC,0.008888023822918876,0.004099563172217825,7,9,FLC4_alpha
YPD,-0.011049952903536466,0.005190250487778651,7,9,FLC4_alpha
pH3_8,0.002068033166030737,0.005497906722648736,7,9,FLC4_alpha
X21C,0.007167844365410031,0.0029280330194016244,7,9,FLC4_alpha
X37C,0.004624677046235036,0.008390619671936486,7,9,FLC4_alpha
pH7_3,-0.0498903258345575,0.006186736750065188,7,9,FLC4_alpha
FLC4,0.0526769707759805,0.005706894595788887,7,9,FLC4_alpha
GlyEtOH,-0.007438492668484408,0.014550030985623375,7,9,FLC4_alpha
SC,2.7294912538814546e-5,0.00469803832899765,8,2,FLC4_alpha
YPD,-0.0066524181915221985,0.005828098470611725,8,2,FLC4_alpha
pH3_8,-0.012463884449163659,0.007343104724626613,8,2,FLC4_alpha
X21C,0.01260148005219251,0.002944122448262688,8,2,FLC4_alpha
X37C,-0.026449369271845744,0.010798391385092,8,2,FLC4_alpha
pH7_3,-0.010786717786122358,0.004651589614319425,8,2,FLC4_alpha
FLC4,0.07625465546212148,0.005065643199070688,8,2,FLC4_alpha
GlyEtOH,-0.030598208699751495,0.020801510767424872,8,2,FLC4_alpha
SC,-0.007298714529623961,0.005532712899163314,9,2,FLC4_alpha
YPD,0.013550832445054752,0.00517916115650505,9,2,FLC4_alpha
pH3_8,0.009971942374128724,0.006118799218308724,9,2,FLC4_alpha
X21C,-0.020603019460817114,0.003708200183651862,9,2,FLC4_alpha
X37C,-0.10083191853307696,0.014423021603060126,9,2,FLC4_alpha
pH7_3,-0.009742623992325818,0.004863532603457862,9,2,FLC4_alpha
FLC4,0.06768608032758636,0.004995601986226599,9,2,FLC4_alpha
GlyEtOH,-0.017474712598322992,0.019962390925002373,9,2,FLC4_alpha
SC,-0.015216094087392893,0.00601956209613915,10,4,FLC4_alpha
YPD,-0.008093663699972522,0.006468650817435875,10,4,FLC4_alpha
pH3_8,-0.02354675147595286,0.010047032299453139,10,4,FLC4_alpha
X21C,-0.005332184175436806,0.003270230004460675,10,4,FLC4_alpha
X37C,-0.02566662897976098,0.010988503304203838,10,4,FLC4_alpha
pH7_3,0.017190680433643246,0.0036216487882250498,10,4,FLC4_alpha
FLC4,0.08205433314614659,0.004863668472072574,10,4,FLC4_alpha
GlyEtOH,-0.041746484232531134,0.020448767465626252,10,4,FLC4_alpha
SC,-0.0062841042599251625,0.004063387270937575,11,1,FLC4_alpha
YPD,0.00778346566752935,0.0035749181170104875,11,1,FLC4_alpha
pH3_8,-0.012564188733287,0.005532221871126263,11,1,FLC4_alpha
X21C,-0.037944260553751,0.0033308977060664,11,1,FLC4_alpha
X37C,-0.03543693376326462,0.008494521144490588,11,1,FLC4_alpha
pH7_3,-0.004338386281615175,0.0034310509159889624,11,1,FLC4_alpha
FLC4,0.07100048285125238,0.004897275788725688,11,1,FLC4_alpha
GlyEtOH,0.04397460550933875,0.010273449186039488,11,1,FLC4_alpha
SC,-0.005325906390217462,0.005760330000298175,12,2,FLC4_alpha
YPD,-0.01249831342332441,0.006038012063942437,12,2,FLC4_alpha
pH3_8,-0.019577197946534383,0.008953145171764187,12,2,FLC4_alpha
X21C,-0.01223161617165249,0.0037184217732281625,12,2,FLC4_alpha
X37C,-0.022134857387344005,0.010956486792882912,12,2,FLC4_alpha
pH7_3,-0.046882951901494996,0.006476867304069312,12,2,FLC4_alpha
FLC4,0.07289584207496239,0.005695488151336513,12,2,FLC4_alpha
GlyEtOH,-0.018375239485801876,0.01850406889057625,12,2,FLC4_alpha
SC,-0.03945037385111937,0.007820782250582288,13,1,FLC4_alpha
YPD,-0.020419912256765625,0.006655555546151075,13,1,FLC4_alpha
pH3_8,-0.044163061100873376,0.012335401702116125,13,1,FLC4_alpha
X21C,-0.030799131791374,0.003956190297655087,13,1,FLC4_alpha
X37C,-0.01820594661251025,0.01066243209835975,13,1,FLC4_alpha
pH7_3,-0.001801108523510425,0.0044497249016012,13,1,FLC4_alpha
FLC4,0.05915839530191875,0.005461856205199975,13,1,FLC4_alpha
GlyEtOH,-0.03835542105501825,0.020342011037350876,13,1,FLC4_alpha
SC,-0.03622228549372475,0.010324474509546424,1,13,GlyEtOH_alpha
YPD,-0.049192383691275376,0.01284501056980975,1,13,GlyEtOH_alpha
pH3_8,-0.04681527586400712,0.016598291537954123,1,13,GlyEtOH_alpha
X21C,-0.004043986547680138,0.004661427767143563,1,13,GlyEtOH_alpha
X37C,-0.05234606565100612,0.019793025301052126,1,13,GlyEtOH_alpha
pH7_3,0.008731370672441724,0.006036571276743726,1,13,GlyEtOH_alpha
FLC4,-0.009877546354814963,0.01901904308387687,1,13,GlyEtOH_alpha
GlyEtOH,0.0027273943647112752,0.025975606649321376,1,13,GlyEtOH_alpha
SC,0.0298231047480214,0.0033867531956268,2,27,GlyEtOH_alpha
YPD,0.035978805486813384,0.0033702305930373494,2,27,GlyEtOH_alpha
pH3_8,0.01606813786127234,0.004740998488649063,2,27,GlyEtOH_alpha
X21C,-0.013793666869406,0.0033914638492892,2,27,GlyEtOH_alpha
X37C,-0.1352542645066188,0.0166592718279605,2,27,GlyEtOH_alpha
pH7_3,-0.016022065016094503,0.004317178480742724,2,27,GlyEtOH_alpha
FLC4,0.03383489575641952,0.009986430967622237,2,27,GlyEtOH_alpha
GlyEtOH,0.12569114063223374,0.009588983560767199,2,27,GlyEtOH_alpha
SC,0.007005723787781125,0.005470862340758637,3,14,GlyEtOH_alpha
YPD,0.006139722766366899,0.005904093765695826,3,14,GlyEtOH_alpha
pH3_8,0.006336692290854707,0.007612348284586625,3,14,GlyEtOH_alpha
X21C,-0.04395889253307863,0.00823769183855094,3,14,GlyEtOH_alpha
X37C,-0.015811605512370746,0.011579871627721589,3,14,GlyEtOH_alpha
pH7_3,-0.004234522486531364,0.005402943957717851,3,14,GlyEtOH_alpha
FLC4,0.01976120848582938,0.0180739121794745,3,14,GlyEtOH_alpha
GlyEtOH,0.09613903523902098,0.01069031806546125,3,14,GlyEtOH_alpha
SC,0.00581157389028784,0.005976367492158988,4,2,GlyEtOH_alpha
YPD,0.006211341296752507,0.006168547354631761,4,2,GlyEtOH_alpha
pH3_8,-0.008822777657808563,0.008100913577890615,4,2,GlyEtOH_alpha
X21C,-0.02122790449246188,0.0048171964172192385,4,2,GlyEtOH_alpha
X37C,-0.04741223849130012,0.014830995981392,4,2,GlyEtOH_alpha
pH7_3,-0.018720080826741623,0.006001296768770012,4,2,GlyEtOH_alpha
FLC4,0.06661466143038065,0.006494065646531038,4,2,GlyEtOH_alpha
GlyEtOH,0.03433050619198626,0.013843615160467625,4,2,GlyEtOH_alpha
SC,-0.009659993844596189,0.006359501012470675,5,4,GlyEtOH_alpha
YPD,0.02511134243225437,0.004497854713696061,5,4,GlyEtOH_alpha
pH3_8,-0.0032539128521295504,0.008173803994929476,5,4,GlyEtOH_alpha
X21C,-0.0105393152285118,0.004205974659309664,5,4,GlyEtOH_alpha
X37C,-0.005669644179379812,0.011836675501345274,5,4,GlyEtOH_alpha
pH7_3,-0.01068156199669577,0.005342873856950462,5,4,GlyEtOH_alpha
FLC4,0.013178060978865369,0.019972770018292372,5,4,GlyEtOH_alpha
GlyEtOH,0.06957688100528288,0.010967889666829727,5,4,GlyEtOH_alpha
SC,-0.026422249043778375,0.006349588524928712,6,1,GlyEtOH_alpha
YPD,-0.005849355572597212,0.006081338162922475,6,1,GlyEtOH_alpha
pH3_8,-0.013987454885572124,0.007101797803271125,6,1,GlyEtOH_alpha
X21C,0.00432595008444905,0.003782086773394125,6,1,GlyEtOH_alpha
X37C,0,0.17014019994468624,6,1,GlyEtOH_alpha
pH7_3,-0.048686073057294874,0.006548636548058187,6,1,GlyEtOH_alpha
FLC4,0.04402170673522038,0.02518294502404125,6,1,GlyEtOH_alpha
GlyEtOH,0.11804117286621825,0.010162653729909337,6,1,GlyEtOH_alpha
SC,-0.009220812892317475,0.0062792454572588126,7,1,GlyEtOH_alpha
YPD,0.02439343724666025,0.004498148794622038,7,1,GlyEtOH_alpha
pH3_8,-0.026806256418999374,0.0087060673677324,7,1,GlyEtOH_alpha
X21C,-0.025681519524510376,0.0041519832916707125,7,1,GlyEtOH_alpha
X37C,-0.047261501671957376,0.013515022242680126,7,1,GlyEtOH_alpha
pH7_3,-0.03655174132167763,0.005967339742449,7,1,GlyEtOH_alpha
FLC4,0,0.02288182287633275,7,1,GlyEtOH_alpha
GlyEtOH,0.0881176351722445,0.010742163362126625,7,1,GlyEtOH_alpha
SC,-0.0017640552802307,0.009485112938216612,8,1,GlyEtOH_alpha
YPD,-0.01751557475453275,0.009319959360358088,8,1,GlyEtOH_alpha
pH3_8,-6.468507444274612e-4,0.01025090348876235,8,1,GlyEtOH_alpha
X21C,-0.02699990402604225,0.0073949511538963,8,1,GlyEtOH_alpha
X37C,-0.054110648049742874,0.024487558458176,8,1,GlyEtOH_alpha
pH7_3,-0.04240793542551088,0.008365614914503963,8,1,GlyEtOH_alpha
FLC4,0,0.03536029970687,8,1,GlyEtOH_alpha
GlyEtOH,0.13828417183950376,0.01033254811877195,8,1,GlyEtOH_alpha
SC,-0.010061214180712288,0.00834108866432525,9,1,GlyEtOH_alpha
YPD,-0.0063145616620826,0.008446894338233675,9,1,GlyEtOH_alpha
pH3_8,-0.007301617579158712,0.0092325044777972,9,1,GlyEtOH_alpha
X21C,0.01731922268426,0.004858490284139613,9,1,GlyEtOH_alpha
X37C,-0.07441090693094513,0.022176416024546876,9,1,GlyEtOH_alpha
pH7_3,0.00477903385000695,0.0054145610681062,9,1,GlyEtOH_alpha
FLC4,0.04565582393185862,0.018433972096051375,9,1,GlyEtOH_alpha
GlyEtOH,0.11673954648589813,0.010647249535796788,9,1,GlyEtOH_alpha
SC,0.006721308719809575,0.003242176254457575,10,1,GlyEtOH_alpha
YPD,0.032888114716771374,0.0027941554670335,10,1,GlyEtOH_alpha
pH3_8,0.007576158537821238,0.003954974443937975,10,1,GlyEtOH_alpha
X21C,-0.037360812007353,0.0038139601584758626,10,1,GlyEtOH_alpha
X37C,-0.18539989748210875,0.16739338078040625,10,1,GlyEtOH_alpha
pH7_3,-0.043732755233391124,0.00449651474020615,10,1,GlyEtOH_alpha
FLC4,0.11752191158698562,0.011028245488705513,10,1,GlyEtOH_alpha
GlyEtOH,0.12824163418367626,0.009389141599138425,10,1,GlyEtOH_alpha
SC,-0.07768400198650087,0.013979317810187,11,5,GlyEtOH_alpha
YPD,-0.011275726965943235,0.0080193885250928,11,5,GlyEtOH_alpha
pH3_8,-0.02386644320435625,0.009480475441395951,11,5,GlyEtOH_alpha
X21C,-0.049774503321007635,0.0102637214815646,11,5,GlyEtOH_alpha
X37C,0,0.5339745423008374,11,5,GlyEtOH_alpha
pH7_3,-0.07532331996792625,0.010017871950912062,11,5,GlyEtOH_alpha
FLC4,0.1638975226129163,0.031491512343186374,11,5,GlyEtOH_alpha
GlyEtOH,0.10674798029268691,0.010857049139726401,11,5,GlyEtOH_alpha
SC,0.003678976399403975,0.0055823176256146875,12,1,GlyEtOH_alpha
YPD,0.022239791596161,0.005092845511779175,12,1,GlyEtOH_alpha
pH3_8,-0.026350654260900375,0.00972532156408995,12,1,GlyEtOH_alpha
X21C,0.003726822492039225,0.0038271171922858375,12,1,GlyEtOH_alpha
X37C,-0.03482271562712287,0.013714966680107125,12,1,GlyEtOH_alpha
pH7_3,-0.036249660553394625,0.00670018389591035,12,1,GlyEtOH_alpha
FLC4,0.005535083361603612,0.02957524050882575,12,1,GlyEtOH_alpha
GlyEtOH,0.06931152537958363,0.011467237609291513,12,1,GlyEtOH_alpha
SC,-0.011817154553102963,0.0062171380795662,13,1,GlyEtOH_alpha
YPD,0.020785333692626626,0.0049864228900797876,13,1,GlyEtOH_alpha
pH3_8,-2.2166718065535625e-4,0.007224256800640475,13,1,GlyEtOH_alpha
X21C,-0.06770826349365887,0.00925925058680885,13,1,GlyEtOH_alpha
X37C,0,0.260071375471055,13,1,GlyEtOH_alpha
pH7_3,-0.05597865005354575,0.008400076474658725,13,1,GlyEtOH_alpha
FLC4,0.08704288623556337,0.020826278152922127,13,1,GlyEtOH_alpha
GlyEtOH,0.13280376861361376,0.009952434247993138,13,1,GlyEtOH_alpha
SC,0.010103092005084925,0.004462841388069375,14,1,GlyEtOH_alpha
YPD,0.034172962683744375,0.00389096342815495,14,1,GlyEtOH_alpha
pH3_8,0.011644942037514575,0.005665231865509025,14,1,GlyEtOH_alpha
X21C,-0.03735970823861575,0.006018609621672525,14,1,GlyEtOH_alpha
X37C,-0.34143618042728124,0.18428023716609626,14,1,GlyEtOH_alpha
pH7_3,-0.03360806232245425,0.006227900873030875,14,1,GlyEtOH_alpha
FLC4,0.2508121535704475,0.017625584474787126,14,1,GlyEtOH_alpha
GlyEtOH,0.12478465817242462,0.009765395536632512,14,1,GlyEtOH_alpha
SC,-0.007165904921754338,0.004621744859405075,1,1,pH3_8_alpha
YPD,-0.0025660648072642,0.004951594601448375,1,1,pH3_8_alpha
pH3_8,-0.01734922067391875,0.007340477207515563,1,1,pH3_8_alpha
X21C,0.006091293129196763,0.0028392857645669375,1,1,pH3_8_alpha
X37C,-0.02017815849770775,0.00934648571776635,1,1,pH3_8_alpha
pH7_3,-0.022827489424235625,0.0050041008175187,1,1,pH3_8_alpha
FLC4,0.039241929367348626,0.006509541760396175,1,1,pH3_8_alpha
GlyEtOH,-0.0068364318888412875,0.0160735760660705,1,1,pH3_8_alpha
SC,-0.03725636567021625,0.01059090464444505,2,1,pH3_8_alpha
YPD,-0.06076604583594,0.013525035321436125,2,1,pH3_8_alpha
pH3_8,-0.0547163647780075,0.015541053919255,2,1,pH3_8_alpha
X21C,-0.02792455067499075,0.0054022721280459875,2,1,pH3_8_alpha
X37C,-0.1569367198439625,0.03203620836209688,2,1,pH3_8_alpha
pH7_3,-0.038630572134886874,0.00904458391995655,2,1,pH3_8_alpha
FLC4,0.008558760365135726,0.03937236109509125,2,1,pH3_8_alpha
GlyEtOH,-0.0556958879175745,0.03922182150119775,2,1,pH3_8_alpha
SC,-0.01925945683174525,0.0071754329949759,3,1,pH3_8_alpha
YPD,-0.031159523042073374,0.007532523144660463,3,1,pH3_8_alpha
pH3_8,-0.029036283640379124,0.010286277889206975,3,1,pH3_8_alpha
X21C,-0.012053963805305774,0.0038897197931006627,3,1,pH3_8_alpha
X37C,-0.15439023275105626,0.024454931587919126,3,1,pH3_8_alpha
pH7_3,-6.7088328601711e-4,0.0046997243199559625,3,1,pH3_8_alpha
FLC4,-0.009590607800731475,0.013227727600773375,3,1,pH3_8_alpha
GlyEtOH,-0.06599706932457937,0.0322535864653435,3,1,pH3_8_alpha
SC,0.0015932568872314983,0.004150687012913138,4,5,pH3_8_alpha
YPD,-0.0022504932332580506,0.00457852040086245,4,5,pH3_8_alpha
pH3_8,-0.007973180778981024,0.006098711115655925,4,5,pH3_8_alpha
X21C,0.0013105376273157355,0.0027873698780208627,4,5,pH3_8_alpha
X37C,-0.048443451791157256,0.009886418970938176,4,5,pH3_8_alpha
pH7_3,0.002152641470165175,0.0035901437170683744,4,5,pH3_8_alpha
FLC4,0.022521836519556245,0.007820060802939526,4,5,pH3_8_alpha
GlyEtOH,-0.006415309716249877,0.013801221320984252,4,5,pH3_8_alpha
SC,-0.006777630343845563,0.005492283783433525,5,1,pH3_8_alpha
YPD,-0.010021551475472238,0.00601033829033985,5,1,pH3_8_alpha
pH3_8,-0.030282849796715625,0.009385467709828387,5,1,pH3_8_alpha
X21C,-0.024854673460704874,0.0037406853846632623,5,1,pH3_8_alpha
X37C,-0.027850942445150875,0.009732028145752738,5,1,pH3_8_alpha
pH7_3,-0.02386477712189625,0.004949566714935475,5,1,pH3_8_alpha
FLC4,-0.03147048646516463,0.0256115999673,5,1,pH3_8_alpha
GlyEtOH,-0.049187606638271125,0.0277928367177285,5,1,pH3_8_alpha
SC,0.0017656284770549626,0.005495326622929887,6,1,pH3_8_alpha
YPD,-0.03262977655993338,0.00826165882713735,6,1,pH3_8_alpha
pH3_8,-0.014897070850540876,0.008523364183822576,6,1,pH3_8_alpha
X21C,-0.014796724077422625,0.003990184121097675,6,1,pH3_8_alpha
X37C,-0.006020706963707088,0.011545049916344976,6,1,pH3_8_alpha
pH7_3,-0.04690217451427925,0.00735578403713545,6,1,pH3_8_alpha
FLC4,0.022066973407087125,0.01226818882151645,6,1,pH3_8_alpha
GlyEtOH,-0.010331787044319625,0.016950889074642126,6,1,pH3_8_alpha
SC,-0.0021489845911920997,0.0047740297892944,1,65,pH7_3_alpha
YPD,-0.00466822291611485,0.004798195596138713,1,65,pH7_3_alpha
pH3_8,-0.014092436622482002,0.006893858187237238,1,65,pH7_3_alpha
X21C,-0.02439023819909213,0.003580586565623125,1,65,pH7_3_alpha
