source,cluster,bfa_env,wmu_x,wse,z,pleio,is_home
YPD,2,37C,0.0018030363647390626,0.0062296715452297,0.2894271955830026,0,FALSE
02M_NaCl,3,37C,0.03419015883595658,0.0037202254439129994,9.190345948495734,1,FALSE
37C,3,37C,0.011766377704475726,0.005644986163128113,2.084394427984834,1,TRUE
FLC4,3,37C,-0.03053029494671424,0.008096006499842767,-3.771031427322492,-1,FALSE
GlyEtOH,3,37C,-0.008869503171246674,0.013445780725033909,-0.659649547514416,0,FALSE
pH3_8,3,37C,0.033959650859732377,0.004978098627403463,6.821811579383164,1,FALSE
pH7_3,3,37C,-0.016070624136581918,0.0068011937665539415,-2.3629122604346344,-1,FALSE
YPD,3,37C,0.012174558393284424,0.004981592821799125,2.4439087715096566,1,FALSE
21C,4,37C,-0.05116623227029262,0.009215631618917475,-5.552113450939234,-1,FALSE
37C,4,37C,0.024879423483084532,0.010351317160092735,2.4035031579364383,1,TRUE
FLC4,4,37C,-0.02846627885266489,0.004517338290677695,-6.301560126991144,-1,FALSE
GlyEtOH,4,37C,-0.0087563129049345809,0.009508327410756226,-0.9209099063026653,0,FALSE
pH7_3,4,37C,-0.054848951860299304,0.006102824693082808,-8.987469674897815,-1,FALSE
02M_NaCl,5,37C,0.002710358775004499,0.007908020949851612,0.34273540651853696,0,FALSE
21C,5,37C,0.035347175944364,0.005455578944231175,6.479087976857291,1,FALSE
37C,5,37C,0.015667390493516408,0.004990319735524808,3.139556446049793,1,TRUE
FLC4,5,37C,-0.024893704261065658,0.019976847267680668,-1.2461277761951794,0,FALSE
GlyEtOH,5,37C,-0.0011216965692961538,0.005575244481542462,-0.20119235542220062,0,FALSE
pH7_3,5,37C,-6.761144623912975e-4,0.007282644296084025,-0.0928391439843977,0,FALSE
02M_NaCl,6,37C,0.005209921946963537,0.0058315714707837,0.8933993132152045,0,FALSE
21C,6,37C,-0.00732946337782472,0.0018545678212726568,-3.9521139608661144,-1,FALSE
FLC4,6,37C,-0.005543844903255267,0.003822464676395035,-1.4503325400206615,0,FALSE
GlyEtOH,6,37C,-0.040787314101437,0.007102919777660787,-5.742330672199924,-1,FALSE
pH3_8,6,37C,0.0011713830381197676,0.005960389256757975,0.19652794266609963,0,FALSE
02M_NaCl,7,37C,-0.001823297197366375,0.00628701947178685,-0.2900097900998183,0,FALSE
21C,7,37C,0.012473660593578925,0.007747684470720557,1.6099856209579013,0,FALSE
37C,7,37C,0.010100533485136625,0.0054010077521343,1.870120160658023,0,TRUE
FLC4,7,37C,-0.051069030329728565,0.01065092414801497,-4.7947980494487314,-1,FALSE
GlyEtOH,7,37C,0.004217266800286487,0.010121709116840249,0.4166556015001363,0,FALSE
pH3_8,7,37C,0.003783554185032975,0.005296040327783525,0.7144118909337027,0,FALSE
21C,8,37C,-0.10700190022552108,0.013020480056574985,-8.217968904417473,-1,FALSE
pH3_8,8,37C,-0.017000225377659876,0.006314582846787275,-2.692216697467075,-1,FALSE
21C,9,37C,0.0043341417064104,0.005324805378511512,0.8139530740223898,0,FALSE
37C,9,37C,0.0057818281650306,0.0054146014281419375,1.067821563925284,0,TRUE
GlyEtOH,9,37C,-0.01083599998257911,0.00414067055618771,-2.616967429680218,-1,FALSE
21C,10,37C,0.06140048921961225,0.0045945976594357,13.363626974718247,1,FALSE
37C,10,37C,0.060526967771165625,0.004589635442638025,13.187750645479591,1,TRUE
GlyEtOH,10,37C,0,0,NaN,0,FALSE
GlyEtOH,12,37C,-0.03653898345409875,0.0059918191561598,-6.098145238000948,-1,FALSE
GlyEtOH,13,37C,0.009404624136670574,0.005873257565701625,1.6012619966798765,0,FALSE
GlyEtOH,14,37C,-0.03211144571440225,0.005806515238896975,-5.530243940340066,-1,FALSE
GlyEtOH,15,37C,-0.079466127811616,0.00771448367056485,-10.3009003849246,-1,FALSE
02M_NaCl,1,CLM,0.12047720723943818,0.06755922355362211,1.7832828872554285,0,FALSE
21C,1,CLM,0.13778164527916223,0.07094289971422145,1.9421484860949667,0,FALSE
37C,1,CLM,0.14569161496048816,0.03835627119669727,3.798377955285528,1,FALSE
CLM,1,CLM,0.7308111624161391,0.059151869330088314,12.354827847247815,1,TRUE
FLC4,1,CLM,0.37584684180005634,0.05657677685819861,6.643129260298113,1,FALSE
GlyEtOH,1,CLM,0.162702458424959,0.06024218287064191,2.7008061572790303,1,FALSE
pH3_8,1,CLM,0.18440315449482556,0.04074706125284808,4.525557152466705,1,FALSE
SC,1,CLM,0.24584296241692374,0.05330679878192125,4.611850046045163,1,FALSE
YPD,1,CLM,0.21387687523999813,0.0722348114054657,2.9608560066623912,1,FALSE
02M_NaCl,2,CLM,0.10910354275594286,0.017401124666352342,6.269913287094067,1,FALSE
21C,2,CLM,0.20735799499691934,0.046202434506717,4.488031793363036,1,FALSE
37C,2,CLM,0.16054655588945993,0.06807550038899118,2.358360276047603,1,FALSE
CLM,2,CLM,0.7121612337007175,0.02548362208692425,27.945840323308293,1,TRUE
FLC4,2,CLM,0.2592874827921296,0.06563196476467179,3.950628077672577,1,FALSE
GlyEtOH,2,CLM,0.27003968737817574,0.06595556587180335,4.094266856917687,1,FALSE
YPD,2,CLM,0.16319697594631125,0.05923188345887,2.7552217896233797,1,FALSE
02M_NaCl,3,CLM,0.051561280184342424,0.07098546831106115,0.7263638799760938,0,FALSE
37C,3,CLM,0.16973141963666125,0.06256959860808463,2.7126819320002835,1,FALSE
FLC4,3,CLM,0.3752023678993933,0.08790916187460188,4.268068991882793,1,FALSE
GlyEtOH,3,CLM,0.23037498122536612,0.10745161384137258,2.143988098358964,1,FALSE
pH3_8,3,CLM,0.06167788481072713,0.07382575922051188,0.8354520896493596,0,FALSE
pH7_3,3,CLM,0.2376573845154976,0.0727028929326856,3.268884839775779,1,FALSE
YPD,3,CLM,0.2365026409614075,0.04088769976889525,5.784200194634661,1,FALSE
21C,4,CLM,0.14665892674074332,0.04556657830653936,3.2185635215821327,1,FALSE
37C,4,CLM,0.10533951069753567,0.08268014654643195,1.2740605223574266,0,FALSE
FLC4,4,CLM,0.3101212586428192,0.04137647921261317,7.495109892005555,1,FALSE
GlyEtOH,4,CLM,0.20794068288184264,0.0923346512383719,2.2520330135327122,1,FALSE
pH7_3,4,CLM,0.081385785300999,0.05088872924318914,1.5992890078286153,0,FALSE
02M_NaCl,5,CLM,0.15508495527660032,0.006555304392216935,23.657933483719162,1,FALSE
21C,5,CLM,0.16844265903096375,0.07050434937147362,2.3891101830253385,1,FALSE
37C,5,CLM,0.16806206306408278,0.04022242136985375,4.178317896844554,1,FALSE
FLC4,5,CLM,0.37787128237255657,0.13848955310472033,2.7285183170951908,1,FALSE
GlyEtOH,5,CLM,0.20052078745839125,0.03776978595444187,5.309026312732101,1,FALSE
pH7_3,5,CLM,0.333824443324565,0.08401797379301162,3.9732503445867624,1,FALSE
02M_NaCl,6,CLM,0.14581476872753124,0.1315264546943425,1.1086345257795758,0,FALSE
21C,6,CLM,0.10001231450472081,0.025152489877006717,3.9762391315440944,1,FALSE
