GOID,GENE
GO:0006979,ZWF1
GO:0006997,CDC5
GO:0006997,DYN1
GO:0006997,MPS2
GO:0006997,NET1
GO:0006997,NIC96
GO:0006997,NUP116
GO:0006997,NUP133
GO:0006997,NUP157
GO:0006997,NUP170
GO:0006997,NUP53
GO:0006997,NUP57
GO:0006997,PRM2
GO:0006997,SPC110
GO:0006997,SPC72
GO:0007005,AFG3
GO:0007005,ARP2
GO:0007005,ATG2
GO:0007005,ATG20
GO:0007005,ATG32
GO:0007005,CCM1
GO:0007005,COR1
GO:0007005,FMP25
GO:0007005,HOT13
GO:0007005,HSP82
GO:0007005,ILV5
GO:0007005,MAM3
GO:0007005,MAS2
GO:0007005,MDM36
GO:0007005,MFB1
GO:0007005,MIC10
GO:0007005,MIM1
GO:0007005,NGR1
GO:0007005,OCT1
GO:0007005,PIF1
GO:0007005,RRG8
GO:0007005,RRM3
GO:0007005,RSP5
GO:0007005,SHE9
GO:0007005,TIM10
GO:0007005,TIM44
GO:0007005,WHI2
GO:0007005,YDR381C-A
GO:0007005,YHM2
GO:0007005,YLR253W
GO:0007005,YOR019W
GO:0007005,YTA12
GO:0007010,ACT1
GO:0007010,AIM3
GO:0007010,AKL1
GO:0007010,APC2
GO:0007010,ARP10
GO:0007010,ARP2
GO:0007010,AVO1
GO:0007010,BBC1
GO:0007010,BEM2
GO:0007010,BNI1
GO:0007010,BNI4
GO:0007010,BNR1
GO:0007010,BUD14
GO:0007010,CDC12
GO:0007010,CDC5
GO:0007010,CHC1
GO:0007010,CIN1
GO:0007010,CLB1
GO:0007010,CLB5
GO:0007010,DYN1
GO:0007010,GEA2
GO:0007010,GIC1
GO:0007010,GIC2
GO:0007010,GLC7
GO:0007010,GVP36
GO:0007010,IQG1
GO:0007010,KEL1
GO:0007010,KEL2
GO:0007010,KIP2
GO:0007010,LSB5
GO:0007010,MLP2
GO:0007010,MPS2
GO:0007010,MYO5
GO:0007010,NET1
GO:0007010,PAN1
GO:0007010,PBS2
GO:0007010,RGA2
GO:0007010,RHO2
GO:0007010,ROM2
GO:0007010,RSP5
GO:0007010,RTS1
GO:0007010,RVS167
GO:0007010,SCD5
GO:0007010,SFI1
GO:0007010,SFK1
GO:0007010,SIT4
GO:0007010,SLA2
GO:0007010,SPC110
GO:0007010,SPC42
GO:0007010,SPC72
GO:0007010,SSK1
GO:0007010,SSK2
GO:0007010,STU1
GO:0007010,STU2
GO:0007010,TEM1
GO:0007010,TSC11
GO:0007010,WHI2
GO:0007010,YBL031W
GO:0007010,YKL089W
GO:0007010,YNL047C
GO:0007010,YSC84
GO:0007010,YTA6
GO:0007031,ADR1
GO:0007031,DSL1
GO:0007031,PEX10
GO:0007031,PEX14
GO:0007031,PEX6
GO:0007031,RTN2
GO:0007031,YPR128C
GO:0007033,ACT1
GO:0007033,ATG2
GO:0007033,BPT1
GO:0007033,CDC55
GO:0007033,CLN3
GO:0007033,GVP36
GO:0007033,PIK1
GO:0007033,RTS1
GO:0007033,SEC18
GO:0007033,SFK1
GO:0007033,VPS15
GO:0007033,YCF1
GO:0007033,YPT7
GO:0007059,AFT1
GO:0007059,AMA1
GO:0007059,APC1
GO:0007059,APC2
GO:0007059,CBF1
GO:0007059,CDC16
GO:0007059,CDC23
GO:0007059,CDC5
GO:0007059,CDC55
GO:0007059,CLB1
GO:0007059,CLB5
GO:0007059,CSM3
GO:0007059,CTF4
GO:0007059,DCC1
GO:0007059,DSL1
GO:0007059,DSN1
GO:0007059,DYN1
GO:0007059,ECO1
GO:0007059,GLC7
GO:0007059,HOP1
GO:0007059,MMS22
GO:0007059,NFI1
GO:0007059,NSL1
GO:0007059,NUP170
GO:0007059,PDS5
GO:0007059,RSC2
GO:0007059,RTS1
GO:0007059,SCC2
GO:0007059,SCP160
GO:0007059,SDS24
GO:0007059,SMC1
GO:0007059,SMC2
GO:0007059,SMC5
GO:0007059,SMC6
GO:0007059,SPC110
GO:0007059,SPT16
GO:0007059,STU1
GO:0007059,TPD3
GO:0007059,YBL031W
GO:0007059,YKL089W
GO:0007059,ZIP2
GO:0007114,BNI1
GO:0007114,GLC7
GO:0007114,HYM1
GO:0007114,MYO5
GO:0007114,NBA1
GO:0007114,PAN1
GO:0007114,SLA2
GO:0007124,BMH2
GO:0007124,DIG1
GO:0007124,DSE2
GO:0007124,GPA2
GO:0007124,GPB1
GO:0007124,GPB2
GO:0007124,IME1
GO:0007124,MGA1
GO:0007124,MKS1
GO:0007124,PTP1
GO:0007124,RAS2
GO:0007124,SAK1
GO:0007124,SIP2
GO:0007124,STE11
GO:0007124,STE12
GO:0008033,CEG1
GO:0008033,FCY1
GO:0008033,KTI11
GO:0008033,LSM2
GO:0008033,NAB3
GO:0008033,NRD1
GO:0008033,POP1
GO:0008033,RRG8
GO:0008033,RSP5
GO:0008033,SAP185
GO:0008033,SIT4
GO:0008033,SUA5
GO:0008033,THG1
GO:0008033,TRM1
GO:0008033,TRM3
GO:0008033,TYW1
GO:0008033,YDR478W
GO:0008213,BUR2
GO:0008213,HSL7
GO:0008213,ORC2
GO:0008213,SPT6
GO:0008213,SWD1
GO:0008380,BRR1
GO:0008380,BRR2
GO:0008380,BUD13
GO:0008380,CCM1
GO:0008380,CUS1
GO:0008380,CWC22
GO:0008380,CWC27
GO:0008380,EXO84
GO:0008380,HSH155
GO:0008380,LSM2
GO:0008380,NPL3
GO:0008380,NRD1
GO:0008380,PRP11
GO:0008380,PRP16
GO:0008380,PRP18
GO:0008380,PRP6
GO:0008380,SLU7
GO:0008380,SNU114
GO:0008380,SPP382
GO:0008380,SPT5
GO:0008380,STO1
GO:0008380,SYF1
GO:0008380,YJR084W
GO:0008643,GAL2
GO:0008643,HXT17
GO:0008643,HXT2
GO:0008643,HXT6
GO:0008643,HXT8
GO:0008643,MAL31
GO:0008643,MPH3
GO:0008643,YFL054C
GO:0008643,YIL171W
GO:0009311,FBP1
GO:0009311,IMA1
GO:0009311,MAL13
GO:0009311,MAL31
GO:0009311,MPH3
GO:0009311,NTH2
GO:0009311,YMR196W
GO:0009408,BUR6
GO:0009408,GLC7
GO:0009408,HSF1
GO:0009408,HSP82
GO:0009408,MSN2
GO:0009408,NUP100
GO:0009408,NUP133
GO:0009408,NUP42
GO:0009408,NUP60
GO:0009408,PHO23
GO:0009408,PIL1
GO:0009408,PSR1
GO:0009408,RIM15
GO:0009408,SWI4
GO:0009408,TOR1
GO:0009408,UBC4
GO:0009408,WHI2
GO:0009408,WSC2
GO:0009408,WSC3
GO:0009408,YAK1
GO:0009451,FCY1
GO:0009451,KTI11
GO:0009451,NOP56
GO:0009451,PRP16
GO:0009451,SAP185
GO:0009451,SIT4
GO:0009451,SNR32
GO:0009451,SNR87
GO:0009451,SUA5
GO:0009451,THG1
GO:0009451,TOR1
GO:0009451,TRM1
GO:0009451,TRM3
GO:0009451,TYW1
GO:0009451,YBR141C
GO:0009451,YLR063W
GO:0015931,CRM1
GO:0015931,CSE1
GO:0015931,FCY2
GO:0015931,FLX1
GO:0015931,FUN26
GO:0015931,HPR1
GO:0015931,KAP104
GO:0015931,LOS1
GO:0015931,MLP2
GO:0015931,NIC96
GO:0015931,NUP100
GO:0015931,NUP116
GO:0015931,NUP133
GO:0015931,NUP157
GO:0015931,NUP170
GO:0015931,NUP42
GO:0015931,NUP53
GO:0015931,NUP57
GO:0015931,NUP60
GO:0015931,PSE1
GO:0015931,RPS2
GO:0015931,RPS28B
GO:0015931,RSP5
GO:0015931,SPT6
GO:0015931,STO1
GO:0015931,SXM1
GO:0015931,THO2
GO:0015931,UTP22
GO:0015931,YJR084W
GO:0015931,YKR095W
GO:0015931,YNL253W
GO:0015931,YPR128C
GO:0016050,EMP24
GO:0016050,GEA2
GO:0016050,MST28
GO:0016050,SEC16
GO:0016050,SEC18
GO:0016050,SEC4
GO:0016050,SEC6
GO:0016050,SED4
GO:0016050,SSO1
GO:0016050,SSO2
GO:0016050,USE1
GO:0016050,USO1
GO:0016050,VAB2
GO:0016197,ATG20
GO:0016197,COS1
GO:0016197,COS12
GO:0016197,COS8
GO:0016197,DOP1
GO:0016197,PAN1
GO:0016197,RSP5
GO:0016197,TRS120
GO:0016197,VPS17
GO:0016197,VPS35
GO:0016197,YHL017W
GO:0016197,YKR078W
GO:0016197,YNL047C
GO:0016197,YPT7
GO:0016570,ACS1
GO:0016570,ACS2
GO:0016570,ACT1
GO:0016570,AHC2
GO:0016570,BUR2
GO:0016570,CYC8
GO:0016570,FUN19
GO:0016570,GCN5
GO:0016570,GLC7
GO:0016570,HIR3
GO:0016570,HOG1
GO:0016570,HOS4
GO:0016570,HSL7
GO:0016570,HST3
GO:0016570,ORC2
GO:0016570,PHO23
GO:0016570,RCO1
GO:0016570,SAS2
GO:0016570,SAS3
GO:0016570,SPT6
GO:0016570,SPT8
GO:0016570,STE11
GO:0016570,SWD1
GO:0016570,TAF12
GO:0016570,YGR274C
GO:0016570,YOR338W
GO:0018193,ACS1
GO:0018193,ACS2
GO:0018193,ACT1
GO:0018193,AHC2
GO:0018193,AIM22
GO:0018193,AKL1
GO:0018193,BUR2
GO:0018193,CPR8
GO:0018193,CWC27
GO:0018193,DPH1
GO:0018193,ECO1
GO:0018193,FUN19
GO:0018193,GCN5
GO:0018193,HEM3
GO:0018193,HIR3
GO:0018193,HOG1
GO:0018193,HSL7
GO:0018193,KIN1
GO:0018193,KRE5
GO:0018193,KTI11
GO:0018193,MKK2
GO:0018193,NFI1
GO:0018193,NUP53
GO:0018193,NUP60
GO:0018193,ORC2
GO:0018193,PBS2
GO:0018193,PHO23
GO:0018193,PSE1
GO:0018193,RIM15
GO:0018193,SAK1
GO:0018193,SAS2
GO:0018193,SAS3
GO:0018193,SMC5
GO:0018193,SMC6
GO:0018193,SPT6
GO:0018193,SPT8
GO:0018193,STE11
GO:0018193,SWD1
GO:0018193,TAF12
GO:0018193,TOR1
GO:0018193,TPA1
GO:0018193,YAK1
GO:0018193,YGR274C
GO:0018193,YOR338W
GO:0018193,ZIP2
GO:0023052,TEM1
GO:0031399,AMA1
GO:0031399,BMH2
GO:0031399,BUD14
GO:0031399,BUR2
GO:0031399,CDC12
GO:0031399,CDC55
GO:0031399,CLB1
GO:0031399,CLB5
GO:0031399,CLN3
GO:0031399,FUN19
GO:0031399,FUS3
GO:0031399,GIP1
GO:0031399,GLC7
GO:0031399,GPB1
GO:0031399,GPB2
GO:0031399,HIR3
GO:0031399,HRD3
GO:0031399,HYM1
GO:0031399,MKK1
GO:0031399,MKK2
GO:0031399,MSG5
GO:0031399,NET1
GO:0031399,NUP53
GO:0031399,NUP60
GO:0031399,PBS2
GO:0031399,PCL5
GO:0031399,PHO81
GO:0031399,PIL1
GO:0031399,PSE1
GO:0031399,PSY2
GO:0031399,PTP3
GO:0031399,RAT1
GO:0031399,RTS1
GO:0031399,SAP155
GO:0031399,SAP185
GO:0031399,SDS24
GO:0031399,SIP2
GO:0031399,SPT6
GO:0031399,SSK1
GO:0031399,SSK2
GO:0031399,STE11
GO:0031399,STE5
GO:0031399,STE50
GO:0031399,TOR1
GO:0031399,TPD3
GO:0031399,YOR338W
GO:0031399,ZIP2
GO:0032196,FUS3
GO:0032196,RPC40
GO:0032196,STE11
GO:0032196,STE5
GO:0032196,YBL005W-A
GO:0032196,YBL100W-B
GO:0032196,YCL074W
GO:0032196,YHR214C-B
GO:0032196,YLR256W-A
GO:0032196,YML040W
GO:0032196,YOR142W-A
GO:0032196,YOR192C-B
GO:0032200,CDC13
GO:0032200,DNA2
GO:0032200,ECO1
GO:0032200,EST3
GO:0032200,EXO1
GO:0032200,GLC7
GO:0032200,HSP82
GO:0032200,NUP133
GO:0032200,PIF1
GO:0032200,PXR1
GO:0032200,RAD54
GO:0032200,RRM3
GO:0032200,SIR4
GO:0032200,STN1
GO:0032200,SUA5
GO:0032200,SWD1
GO:0032543,AEP2
GO:0032543,ATP22
GO:0032543,IMG2
GO:0032543,MRPL11
GO:0032543,MRPL17
GO:0032543,MRPL35
GO:0032543,MRPL49
GO:0032543,MRPS28
GO:0032543,MRPS5
GO:0032543,PET123
GO:0032543,PET494
GO:0032543,RML2
GO:0032543,RSM10
GO:0032543,RSM19
GO:0032543,YOR187W
GO:0032787,ABZ1
GO:0032787,ACC1
GO:0032787,ACS1
GO:0032787,ACS2
GO:0032787,ALD2
GO:0032787,ALD6
GO:0032787,BIO3
GO:0032787,DCI1
GO:0032787,FAS1
GO:0032787,FDH1
GO:0032787,HFA1
GO:0032787,HST3
GO:0032787,IRC7
GO:0032787,ISA1
GO:0032787,OAF1
GO:0032787,PCS60
GO:0032787,PIP2
GO:0032787,RSP5
GO:0032787,SPE3
GO:0032787,TDH3
GO:0032787,TSC13
GO:0032787,YAT1
GO:0032787,YIL160C
GO:0032787,YPR128C
GO:0033043,AIM3
GO:0033043,APC1
GO:0033043,APC2
GO:0033043,ARP2
GO:0033043,BBC1
GO:0033043,BNI1
GO:0033043,BNR1
GO:0033043,BUD14
GO:0033043,BUR2
GO:0033043,CDC13
GO:0033043,CDC16
GO:0033043,CDC23
GO:0033043,CDC5
GO:0033043,CDC55
GO:0033043,CLB1
GO:0033043,CLB5
GO:0033043,DSL1
GO:0033043,FUN19
GO:0033043,GIC2
GO:0033043,GLC7
GO:0033043,HIR3
GO:0033043,HOP1
GO:0033043,HSP82
GO:0033043,IME1
GO:0033043,IQG1
GO:0033043,KEL1
GO:0033043,KEL2
GO:0033043,KIP2
GO:0033043,MYO5
GO:0033043,NUP53
GO:0033043,OAF1
GO:0033043,PAN1
GO:0033043,PHO23
GO:0033043,PIF1
GO:0033043,PIK1
GO:0033043,PSE1
GO:0033043,PSY2
GO:0033043,PXR1
GO:0033043,RAS2
GO:0033043,RCK2
GO:0033043,RHO2
GO:0033043,ROM2
GO:0033043,RSP5
GO:0033043,RTS1
GO:0033043,SCC2
GO:0033043,SDS24
GO:0033043,SEC6
GO:0033043,SED4
GO:0033043,SIR4
GO:0033043,SIT4
GO:0033043,SLA2
GO:0033043,SPC110
GO:0033043,SPT16
GO:0033043,SSK1
GO:0033043,SSK2
GO:0033043,STN1
GO:0033043,STU1
GO:0033043,TPD3
GO:0033043,YOR338W
GO:0033043,YPT7
GO:0042221,ACT1
GO:0042221,ADR1
GO:0042221,AGA1
GO:0042221,ARR3
GO:0042221,ASI1
GO:0042221,AZF1
GO:0042221,BDS1
GO:0042221,CCW12
GO:0042221,CIN5
GO:0042221,CMK2
GO:0042221,DAL82
GO:0042221,DCR2
GO:0042221,DIG1
GO:0042221,DNF1
GO:0042221,FRA1
GO:0042221,FUS3
GO:0042221,GCN4
GO:0042221,GCY1
GO:0042221,GIM3
GO:0042221,GLC7
GO:0042221,GLR1
GO:0042221,GPA2
GO:0042221,GPB1
GO:0042221,GPB2
GO:0042221,HAC1
GO:0042221,HOG1
GO:0042221,HRD3
GO:0042221,IRA2
GO:0042221,ISW2
GO:0042221,KIN1
GO:0042221,KRE5
GO:0042221,LOT6
GO:0042221,MNS1
GO:0042221,MSG5
GO:0042221,MSN2
GO:0042221,NUP42
GO:0042221,OAF1
GO:0042221,OTU1
GO:0042221,PBS2
GO:0042221,PDR1
GO:0042221,PDR10
GO:0042221,PDR16
GO:0042221,PDR3
GO:0042221,PDR5
GO:0042221,PIP2
GO:0042221,PMP3
GO:0042221,PMT1
GO:0042221,PSR1
GO:0042221,PSY2
GO:0042221,QDR1
GO:0042221,RAS2
GO:0042221,RCK2
GO:0042221,RHO5
GO:0042221,ROX1
GO:0042221,RPL42B
GO:0042221,RSC9
GO:0042221,RSP5
GO:0042221,SCP160
GO:0042221,SEC61
GO:0042221,SIT4
GO:0042221,SKN7
GO:0042221,SPT6
GO:0042221,SSK1
GO:0042221,SSK2
GO:0042221,SSN2
GO:0042221,SSN3
GO:0042221,STB5
GO:0042221,STE11
GO:0042221,STE12
GO:0042221,STE24
GO:0042221,STE5
GO:0042221,STE50
GO:0042221,SUB1
GO:0042221,SVF1
GO:0042221,TOR1
GO:0042221,TPO1
GO:0042221,TUP1
GO:0042221,UBC4
GO:0042221,UPC2
GO:0042221,VMR1
GO:0042221,YBL021C
GO:0042221,YCF1
GO:0042221,YDR307W
GO:0042221,YDR541C
GO:0042221,YGL039W
GO:0042221,YHI9
GO:0042221,YHK8
GO:0042221,YIL160C
GO:0042221,YJR084W
GO:0042221,YKL069W
GO:0042221,YKL071W
GO:0042221,YLR256W
GO:0042221,YNL190W
GO:0042221,YNR063W
GO:0042221,YOS9
GO:0042221,ZTA1
GO:0042221,ZWF1
GO:0042255,ESF2
GO:0042255,LSG1
GO:0042255,MAK11
GO:0042255,REA1
GO:0042255,REX4
GO:0042255,RPL25
GO:0042255,RPL6B
GO:0042255,RPS11A
GO:0042255,RPS11B
GO:0042255,RPS28B
GO:0042255,RSM19
GO:0042255,SDO1
GO:0042273,DBP7
GO:0042273,GRC3
GO:0042273,JIP5
GO:0042273,LSG1
GO:0042273,MAK11
GO:0042273,NOC3
GO:0042273,NOP12
GO:0042273,RAT1
GO:0042273,REA1
GO:0042273,REX4
GO:0042273,RLI1
GO:0042273,RPL25
GO:0042273,RPL6B
GO:0042273,RRP14
GO:0042273,SNF6
GO:0042274,DHR2
GO:0042274,ECM16
GO:0042274,ESF2
GO:0042274,NAN1
GO:0042274,NOP14
GO:0042274,RPS11A
GO:0042274,RPS11B
GO:0042274,RPS24A
GO:0042274,RPS28B
GO:0042274,RRP12
GO:0042274,RRP14
GO:0042274,RSM19
GO:0042274,SOF1
GO:0042274,UTP10
GO:0042274,UTP11
GO:0042274,UTP20
GO:0042274,UTP21
GO:0042274,UTP22
GO:0042274,UTP9
GO:0042594,AFT1
GO:0042594,GCD1
GO:0042594,GCN4
GO:0042594,MSN2
GO:0042594,RIM15
GO:0042594,SDS24
GO:0042594,SIP2
GO:0042594,YAK1
GO:0042594,YGR066C
GO:0043144,NAB3
GO:0043144,NRD1
GO:0043144,POP1
GO:0043144,PXR1
GO:0043144,RAT1
GO:0043543,ACS1
GO:0043543,ACS2
GO:0043543,ACT1
GO:0043543,AHC2
GO:0043543,ECO1
GO:0043543,FUN19
GO:0043543,GCN5
GO:0043543,HIR3
GO:0043543,HOG1
GO:0043543,NAT5
GO:0043543,PHO23
GO:0043543,SAS2
GO:0043543,SAS3
GO:0043543,SPT8
GO:0043543,TAF12
GO:0043543,YGR274C
GO:0043543,YOR338W
GO:0043934,ACT1
GO:0043934,AMA1
GO:0043934,ARP2
GO:0043934,BMH2
GO:0043934,CHS3
GO:0043934,CRR1
GO:0043934,CWP1
GO:0043934,GAS4
GO:0043934,GIP1
GO:0043934,GLC7
GO:0043934,GPA2
GO:0043934,GPB2
GO:0043934,IME1
GO:0043934,ISC10
GO:0043934,MPC54
GO:0043934,OAF1
GO:0043934,PDR16
GO:0043934,PTP3
GO:0043934,QDR1
GO:0043934,RAS2
GO:0043934,RMD6
GO:0043934,RRT12
GO:0043934,RSC1
GO:0043934,RSC2
GO:0043934,SEC4
GO:0043934,SPO21
GO:0043934,SPO73
GO:0043934,SPS2
GO:0043934,SPS22
GO:0043934,SSO1
GO:0043934,SSO2
GO:0043934,SSP1
GO:0043934,SUB1
GO:0043934,YFR039C
GO:0043934,YOL047C
GO:0043934,YOR338W
GO:0043934,YPR036W-A
GO:0043934,YSW1
GO:0045333,COR1
GO:0045333,COX6
GO:0045333,KGD2
GO:0045333,MDH1
GO:0045333,NCA2
GO:0045333,NDI1
GO:0045333,YBL021C
GO:0045333,YJL045W
GO:0045333,YLR256W
GO:0048193,ATG20
GO:0048193,CHC1
GO:0048193,COG1
GO:0048193,COG5
GO:0048193,COG8
GO:0048193,DOP1
GO:0048193,DSL1
GO:0048193,EMP24
GO:0048193,ERD2
GO:0048193,ERV41
GO:0048193,EXO70
GO:0048193,EXO84
GO:0048193,GEA2
GO:0048193,PHO86
GO:0048193,SEC10
GO:0048193,SEC16
GO:0048193,SEC18
GO:0048193,SEC3
GO:0048193,SEC4
GO:0048193,SEC6
GO:0048193,SEC8
GO:0048193,SED4
GO:0048193,SLY41
GO:0048193,SRO7
GO:0048193,SSO2
GO:0048193,TRS120
GO:0048193,USE1
GO:0048193,USO1
GO:0048284,AFG3
GO:0048284,BPT1
GO:0048284,CLN3
GO:0048284,DYN1
GO:0048284,MPS2
GO:0048284,PRM2
GO:0048284,SEC18
GO:0048284,SEC4
GO:0048284,SEC6
GO:0048284,SPC110
GO:0048284,SPC72
GO:0048284,SSO1
GO:0048284,SSO2
GO:0048284,USE1
GO:0048284,USO1
GO:0048284,YCF1
GO:0048284,YPT7
GO:0048284,YTA12
GO:0048285,AFT1
GO:0048285,AMA1
GO:0048285,APC1
GO:0048285,APC2
GO:0048285,CDC16
GO:0048285,CDC23
GO:0048285,CDC5
GO:0048285,CDC55
GO:0048285,CLB1
GO:0048285,CLB5
GO:0048285,CSM3
GO:0048285,CTF4
GO:0048285,DCC1
GO:0048285,DSL1
GO:0048285,DSN1
GO:0048285,DYN1
GO:0048285,ECO1
GO:0048285,GIC1
GO:0048285,GIC2
GO:0048285,GLC7
GO:0048285,HOG1
GO:0048285,HOP1
GO:0048285,IME1
GO:0048285,KAP104
GO:0048285,KEL1
GO:0048285,KEL2
GO:0048285,MDM36
GO:0048285,MLH3
GO:0048285,MMS22
GO:0048285,MSC1
GO:0048285,MSC7
GO:0048285,MSH3
GO:0048285,NET1
GO:0048285,NSL1
GO:0048285,NUP53
GO:0048285,PDS5
GO:0048285,PSE1
GO:0048285,PSY2
GO:0048285,RAD54
GO:0048285,RCK2
GO:0048285,RTS1
GO:0048285,SCC2
GO:0048285,SCP160
GO:0048285,SDS24
GO:0048285,SMC1
GO:0048285,SMC2
GO:0048285,SPC110
GO:0048285,SPC72
GO:0048285,STU1
GO:0048285,SWI5
GO:0048285,TEM1
GO:0048285,TPD3
GO:0048285,YBL031W
GO:0048285,YKL089W
GO:0048285,ZIP2
GO:0048308,ACT1
GO:0048308,ARP2
GO:0048308,MDM36
GO:0048308,RTN2
GO:0048308,SEC3
GO:0048308,SEC8
GO:0048308,SWA2
GO:0048308,VPS15
GO:0048308,YPT7
GO:0051049,AFT1
GO:0051049,AKL1
GO:0051049,ALY1
GO:0051049,BUD14
GO:0051049,CRM1
GO:0051049,FUS3
GO:0051049,GLC7
GO:0051049,KEL1
GO:0051049,KEL2
GO:0051049,KIN1
GO:0051049,MSG5
GO:0051049,PHO23
GO:0051049,PHO86
GO:0051049,PHO91
GO:0051049,REA1
GO:0051049,ROM2
GO:0051049,RSP5
GO:0051049,SCD5
GO:0051049,SEC16
GO:0051049,SEC4
GO:0051049,SEC6
GO:0051049,SED4
GO:0051049,SFK1
GO:0051049,SLA2
GO:0051049,SRO7
GO:0051049,STE24
GO:0051052,CDC13
GO:0051052,CDC16
GO:0051052,EST3
GO:0051052,HSP82
GO:0051052,PIF1
GO:0051052,PSY2
GO:0051052,PXR1
GO:0051052,RAD28
GO:0051052,RAD54
GO:0051052,RCO1
GO:0051052,RRM3
GO:0051052,SPT5
GO:0051052,STN1
GO:0051321,ACT1
GO:0051321,AFT1
GO:0051321,AMA1
GO:0051321,ARP2
GO:0051321,BMH2
GO:0051321,CDC5
GO:0051321,CDC55
GO:0051321,CHS3
GO:0051321,CLB1
GO:0051321,CLB5
GO:0051321,CRR1
GO:0051321,CSM3
GO:0051321,CWP1
GO:0051321,DNA2
GO:0051321,DSN1
GO:0051321,ECO1
GO:0051321,EXO1
GO:0051321,GAS4
GO:0051321,GIP1
GO:0051321,GLC7
GO:0051321,GPA2
GO:0051321,GPB2
GO:0051321,HAC1
GO:0051321,HOP1
GO:0051321,IME1
GO:0051321,ISC10
GO:0051321,MLH3
GO:0051321,MMS22
GO:0051321,MPC54
GO:0051321,MSC1
GO:0051321,MSC7
GO:0051321,MSH3
GO:0051321,PDR16
GO:0051321,PDS5
GO:0051321,PSY2
GO:0051321,QDR1
GO:0051321,RAD54
GO:0051321,RAS2
GO:0051321,RCK2
GO:0051321,RIM15
GO:0051321,RIM8
GO:0051321,RMD6
GO:0051321,RRT12
GO:0051321,RTS1
GO:0051321,SCP160
GO:0051321,SEC4
GO:0051321,SMC2
GO:0051321,SPO21
GO:0051321,SPO73
GO:0051321,SPS2
GO:0051321,SPS22
GO:0051321,SSN3
GO:0051321,SSO1
GO:0051321,SSO2
GO:0051321,SSP1
GO:0051321,SUB1
GO:0051321,TOR1
GO:0051321,YFR039C
GO:0051321,YKL089W
GO:0051321,YOL047C
GO:0051321,YOR338W
GO:0051321,YPR036W-A
GO:0051321,YSW1
GO:0051321,ZIP2
GO:0051603,AMA1
GO:0051603,APC1
GO:0051603,APC2
GO:0051603,ASI1
GO:0051603,CDC16
GO:0051603,CDC23
GO:0051603,COS1
GO:0051603,COS12
GO:0051603,COS8
GO:0051603,ELA1
GO:0051603,GIM3
GO:0051603,GPB1
GO:0051603,HRD3
GO:0051603,KRE5
GO:0051603,MFB1
GO:0051603,MNS1
GO:0051603,OTU1
GO:0051603,PMT1
GO:0051603,PUP3
GO:0051603,RAD28
GO:0051603,RPN1
GO:0051603,RPN3
GO:0051603,RPT2
GO:0051603,RPT3
GO:0051603,RSP5
GO:0051603,SEC61
GO:0051603,STE24
GO:0051603,UBC4
GO:0051603,UBP14
GO:0051603,UBP15
GO:0051603,YDR307W
GO:0051603,YGR066C
GO:0051603,YOS9
GO:0051604,AFG3
GO:0051604,AIM22
GO:0051604,COR1
GO:0051604,CSF1
GO:0051604,HSP82
GO:0051604,ISA1
GO:0051604,MAS2
GO:0051604,NAT5
GO:0051604,OCT1
GO:0051604,PRC1
GO:0051604,PSD2
GO:0051604,RIM8
GO:0051604,SND2
GO:0051604,STE24
GO:0051604,YTA12
GO:0051726,AMA1
GO:0051726,APC1
GO:0051726,APC2
GO:0051726,BEM2
GO:0051726,BMH2
GO:0051726,BUD14
GO:0051726,BUR2
GO:0051726,CDC16
GO:0051726,CDC23
GO:0051726,CDC25
GO:0051726,CDC5
GO:0051726,CDC55
GO:0051726,CHK1
GO:0051726,CLB1
GO:0051726,CLB5
GO:0051726,CLN3
GO:0051726,CSM3
GO:0051726,DCR2
GO:0051726,DSL1
GO:0051726,EXO1
GO:0051726,FUS3
GO:0051726,GIC1
GO:0051726,GIC2
GO:0051726,GLC7
GO:0051726,HOG1
GO:0051726,HOP1
GO:0051726,HSL7
GO:0051726,IME1
GO:0051726,IQG1
GO:0051726,KEL1
GO:0051726,KEL2
GO:0051726,NET1
GO:0051726,NUP53
GO:0051726,PCL5
GO:0051726,PDR16
GO:0051726,PHO81
GO:0051726,PSE1
GO:0051726,PSY2
GO:0051726,RCK2
GO:0051726,RIM15
GO:0051726,ROM2
GO:0051726,RTS1
GO:0051726,SCC2
GO:0051726,SDS24
GO:0051726,SKG6
GO:0051726,SLD2
GO:0051726,SMC2
GO:0051726,SPC72
GO:0051726,SPT16
GO:0051726,SSD1
GO:0051726,SSN3
GO:0051726,STE50
GO:0051726,SUB1
GO:0051726,TEM1
GO:0051726,TOR1
GO:0051726,TPD3
GO:0051726,WHI2
GO:0055085,AFG3
GO:0055085,AGP3
GO:0055085,ALP1
GO:0055085,ARN2
GO:0055085,ARR3
GO:0055085,ATG22
GO:0055085,ATM1
GO:0055085,ATO2
GO:0055085,AVT1
GO:0055085,AVT6
GO:0055085,BPT1
GO:0055085,COX6
GO:0055085,FCY2
GO:0055085,FEN2
GO:0055085,FLX1
GO:0055085,FUN26
GO:0055085,GAL2
GO:0055085,GEX2
GO:0055085,HOT13
GO:0055085,HXT17
GO:0055085,HXT2
GO:0055085,HXT6
GO:0055085,HXT8
GO:0055085,JEN1
GO:0055085,KHA1
GO:0055085,MAL31
GO:0055085,MCH1
GO:0055085,MCH2
GO:0055085,MEP1
GO:0055085,MMP1
GO:0055085,MMT1
